O,Si,S,Mg,Ca,Ti+Cr,Fe,Ni56
0.06604522954185353,0.23473897381655925,0.033571139785996684,0.4753084131004986,0.015467323826850697,0.04858693276261716,0.01358303240972578,0.1126989547558983
0.1779236722789875,0.05249102133889673,0.4061580572917221,0.23668390927537336,0.06266782406659245,0.015663933327157042,0.020031903801737822,0.028379678619533028
0.05385890540148162,0.1346365382509887,0.059905407270487813,0.2650381344273099,0.01643394278503314,0.20702151729579493,0.029631425676300508,0.23347412889260333
0.05479920751034875,0.4419413317664918,0.05479212651059769,0.12023539308561694,0.06195177780094108,0.03481634406905412,0.18673190392341646,0.0447319153335331
0.07303837229503087,0.09175858410522433,0.07244170224771919,0.12992755068144515,0.15965907434709076,0.020199317064555408,0.25329003125801564,0.19968536800091868
0.031426011838862865,0.02629831099730595,0.3619323263630331,0.025577665355858016,0.3335163733604224,0.07404195691534624,0.10329888089303246,0.043908474276138955
0.08355203436264833,0.07098805214117311,0.008652976790753365,0.04430383292003214,0.01661802644190803,0.3559684515909056,0.20810266079100925,0.21181396496157023
0.03355825855974587,0.05213905517699295,0.10457698211151358,0.07763219871148942,0.18987450463462496,0.33379249982905007,0.0384899559073593,0.16993654506922382
0.10461145385258445,0.1912108984596914,0.041078518202822545,0.07968166243639827,0.14507199529396242,0.22933507500797573,0.09046893649348228,0.11854146025308289
0.25488709496862777,0.010869544635201069,0.35670319469014644,0.03956482696956516,0.033904605998155674,0.0470938323566816,0.23391930356937418,0.02305759681224802
0.2583177382510183,0.1467218798995355,0.019074101373991872,0.11747835192897291,0.2566923152285821,0.020532914598468375,0.016260841365107435,0.16492185735432363
0.14232844855950225,0.5903238979802827,0.018956007341799107,0.022345483392861923,0.011652980401358261,0.09890224862000391,0.07751434510531961,0.03797658859887224
0.02863769754789977,0.08159269210149302,0.07105879077367112,0.09115931846516878,0.37462970260837525,0.22184911337374036,0.04881049132112143,0.08226219380853028
0.016748018659655178,0.5064793463599362,0.037238834050447304,0.083686714133069,0.133566204374315,0.04302950791763699,0.15501095153600253,0.02424042296893788
0.010103057921371115,0.021370335169325166,0.02198883217817848,0.18861595844758247,0.06857942083805675,0.02671062717967443,0.619656744931565,0.04297502333424654
0.16674158782771756,0.006301642881759072,0.08707291108501325,0.07113511446166575,0.15902544616174502,0.19672047252647482,0.2247619902732468,0.08824083478237786
0.02954969564334047,0.12237450814020324,0.045297969893077494,0.2689180131729808,0.0765034333521133,0.10768696195946269,0.19594267806827553,0.15372673977054638
0.06862683224662994,0.38362959097285476,0.08888029448457425,0.22254207676155893,0.013421019778831709,0.04400840531726249,0.09241930931913875,0.086472471119149
0.23448676871470386,0.15875368955793165,0.00235679068468586,0.04207343003907863,0.04859953613735446,0.4251351087861436,0.052044867967586374,0.036549808112515535
0.0827817169699289,0.09437874605871123,0.23804601005616627,0.037001937573398876,0.027458608718493923,0.022780891024006766,0.21228751511199973,0.2852645744872943
0.23096080319917903,0.10981895810209737,0.002334674037808783,0.028613670599462248,0.07343742013767257,0.05126635243482179,0.15915580993966433,0.3444123115492939
0.5260823036228311,0.08683188472406228,0.30672928443040093,0.006398000883579284,0.03039850560241278,0.024972711576742516,0.016338063631157185,0.002249245528813876
0.08600760577736133,0.19087659728448728,0.1353750718113549,0.03443597586815698,0.01736698144927515,0.029268531921469894,0.12212518800661759,0.3845440478812768
0.21823307908515785,0.1112321100161832,0.1268547484767066,0.022827601497574117,0.1869395039079744,0.015049636891436437,0.03832767206523741,0.2805356480597299
0.13393088877634612,0.14359948377806472,0.04805865368983578,0.29347895380298766,0.011693827886823785,0.0018158007658105727,0.15449530233904687,0.21292708896108445
0.02330783736937492,0.26570552484132315,0.0020876093201983776,0.2342026715100186,0.08976258455869839,0.06472416536619606,0.07170970709609359,0.24849989993809674
0.1369828211140616,0.12425158570199551,0.32873907930306345,0.04072305911774426,0.03288626537285745,0.22434779114130635,0.10222625686741073,0.009843141381560765
0.11114545567034875,0.18825467004892396,0.04799988615529184,0.19156887929603536,0.057436046926186445,0.16395450398841455,0.025685294678317414,0.21395526323648165
0.18557552517374748,0.05443317921754177,0.1298133853313687,0.05302960143050096,0.22774510123454889,0.20095130377144413,0.03721994758640178,0.11123195625444633
0.022685232233325706,0.004244396890645452,0.3526333789119463,0.15203077624153505,0.08964372662346361,0.17087209152162539,0.1266936455744178,0.08119675200304079
0.055441853483214676,0.023672591580031148,0.2330252505108329,0.15550364939380193,0.043005182043722626,0.0009911942398011448,0.1323017156201864,0.35605856312840933
0.04693102943794519,0.22115530210488252,0.10527727794157918,0.21556628490224225,0.028614926795450808,0.19184051043949613,0.031695178376235,0.15891949000216896
0.21254132414010532,0.17053732987746567,0.023497741828421227,0.27643622932981965,0.12703788228733323,0.12602597685277897,0.05895139142048724,0.004972124263588656
0.09659941016396957,0.13106418828809965,0.2718728849720801,0.04519814704798668,0.14927276369363918,0.0736748535113488,0.22383092879625882,0.00848682352661722
0.21160550304642545,0.07251207211458885,0.19399274711733167,0.27678671299589697,0.012450951487124145,0.12131025523081139,0.07907673358727615,0.03226502442054539
0.044690143962059246,0.02747802694082833,0.2692711068010121,0.05397623621477117,0.010635310352995864,0.5055188913446133,0.02395541721135899,0.06447486717236092
0.10515490227002744,0.16049175191009735,0.2011197533764069,0.058600291260695034,0.3515690464424412,0.0409402697765196,0.0069568342537358364,0.07516715071007656
0.029622446671102528,0.1439124590218267,0.14187007631712376,0.1292754420593213,0.19185429564715162,0.2628483766871683,0.04134177295539185,0.059275130640914
0.42675986230486657,0.09669905882671181,0.03943187479153427,0.16191342564748393,0.04092978211181245,0.00020301587854891707,0.21008317657879647,0.0239798038602456
0.10360879965942048,0.051075776054405976,0.12908272731180503,0.2640604676278872,0.11319053686782386,0.15954817286047296,0.08795615462083961,0.09147736499734478
0.04978162663585817,0.020733763063803444,0.02518558366957772,0.013093330890950782,0.2211824472888637,0.0689140009779616,0.20294409903674457,0.39816514843624
0.037741237294379906,0.23809996022107702,0.03452473996101199,0.29936418386055075,0.04817207476397268,0.2226622243117038,0.10581381709177766,0.013621762495526303
0.11175723800426071,0.022213565891343573,0.01295267495592392,0.03869626441380324,0.2138103751156321,0.23784757528609535,0.09363764089200273,0.2690846654409385
0.43041685391913065,0.012120064647892236,0.001460225685276531,0.13954939592218973,0.10526580004837825,0.19045027137302853,0.09813374709537198,0.02260364130873212
0.07890365373122196,0.25830565696460617,0.07162349849324531,0.39397168575929903,0.02478798971292254,0.04591107915464565,0.10557347181877977,0.02092296436527968
0.203932121505502,0.04241756501260306,0.004820976547763968,0.10084075535547052,0.14792201967214272,0.15378377450886999,0.2682672988799589,0.0780154885176888
0.15752350965230308,0.03359306354447132,0.10400799786130621,0.018215043917260865,0.3378593304611616,0.10250340026367294,0.24027556409551026,0.006022090204313611
0.05611525820490028,0.08421988718132886,0.02161564954016844,0.47842984325224364,0.15535216552907793,0.09396133385355991,0.09211154529367284,0.01819431714504807
0.19707864964239738,0.06272358337181601,0.02269570997993355,0.15328455100718372,0.030851914102604287,0.017251494076457305,0.18657081739566908,0.3295432804239387
0.1581268924857807,0.18426429889454088,0.2926118268094695,0.23120191953639604,0.0016009211008637088,0.08034640367506383,0.01858980214631095,0.033257935351574446
0.06288030091733794,0.14029183695355626,0.2854692660318414,0.09404576361391276,0.09855633438226562,0.20481119651546767,0.10581777888663249,0.008127522698985768
0.2948930740289793,0.08142228621253432,0.020897936922211532,0.1387243212400344,0.04832460758033785,0.13436077042887937,0.05745656833314522,0.22392043525387795
0.059218601823606574,0.03800011905485777,0.25067088891892614,0.009767435087643344,0.24920695280722702,0.0030123253009765724,0.048930648220581255,0.34119302878618124
0.11443558155992148,0.0165936893769817,0.35811713346495344,0.12398340373540256,0.042398230957032976,0.02515216717229273,0.11620135371860217,0.20311844001481286
0.1563921370225355,0.04507185050713878,0.1733186285821622,0.1460703095230162,0.08752099317597638,0.17730892340634452,0.03253685187874876,0.1817803059040776
0.11988213261490335,0.059436801324140656,0.007018156443937186,0.1667243785638918,0.23429721563202377,0.11647264663637101,0.02716298254343193,0.2690056862413004
0.10504693138349565,0.00179389631910972,0.2641542746937468,0.009296250580441572,0.0553468088541935,0.04464930393818197,0.16039072429300327,0.3593218099378274
0.09958258080019215,0.06316366341880236,0.07132713933864994,0.0749022804828041,0.3421575918882649,0.0974820828103136,0.1396521711161233,0.11173249014484977
0.5139650013118259,0.08261830146253009,0.0375660242766698,0.039337763789075116,0.09536805887962532,0.04863807191010662,0.06190136880026006,0.12060540956990712
0.10199491440649566,0.0007887022188102394,0.1563413788513661,0.1083991717140277,0.0052826052161749695,0.10030422338857549,0.2420989094657138,0.284790094738836
0.09448850607039863,0.4756206571193886,0.031085917293566547,0.06567457258887564,0.04882788516723077,0.21867353462249967,0.014573573923156185,0.05105535321488398
0.06770496162292004,0.16939327387055944,0.06736514122614144,0.4356831552276038,0.0023534207320094467,0.028452776074605186,0.08966188919396574,0.1393853820521949
0.041595552799943626,0.04855576962613199,0.26579157716524593,0.21781449860697044,0.1578129123928728,0.19053540224291318,0.05171270766735288,0.02618157949856927
0.15858396480152934,0.003818148080726406,0.38153183239262767,0.005308059130782239,0.16365908230290382,0.22727892519088425,0.02916758565023164,0.030652402450314743
0.03461198949454541,0.09950513449093903,0.45116039713374745,0.1010991665495108,0.037306810356571005,0.005914118294850382,0.19804060191110515,0.07236178176873084
0.03730524642824649,0.17281086803058848,0.09863815997862095,0.0595854775100141,0.01332995727693871,0.31507240578106477,0.16958031632521647,0.1336775686693099
0.08571635398780478,0.008758711775432517,0.42950196408955277,0.03422934196003181,0.09562429762017835,0.060134543506531524,0.11210696828995093,0.17392781877051736
0.08666205620047347,0.15298796527727765,0.12697033632300828,0.00057469069120344,0.11838528957226885,0.24030173942670624,0.22996547557968583,0.04415244692937622
0.04564091317170277,0.003963715613674873,0.026643113700038277,0.03076764827266056,0.2710880556050859,0.13910844589996504,0.3365749445099522,0.1462131632269204
0.3180148250001344,0.42620212209091657,0.0062044721196033575,0.08966531637217472,0.1226760708423534,0.0017103302839935077,0.00868896721418013,0.026837896076643858
0.44109663158006174,0.05659205177528376,0.000702475137684824,0.024917522015086492,0.11975260270960296,0.02828748064956218,0.12186878470275841,0.20678245142995963
0.029424916377281,0.18128269916175238,0.07391288650890075,0.2148581280182994,0.14690152494063902,0.2995254444092741,0.006349795287717799,0.04774460529613564
0.06698488026578296,0.14169930141736722,0.07198200309213366,0.034621343244063345,0.3170878770595042,0.04713174686691658,0.21473902995602812,0.10575381809820393
0.16692476154561664,0.16139133713093912,0.056036332643959914,0.001253595985998914,0.03412373395538163,0.1958617818100255,0.04762878456522913,0.33677967236284906
0.1274533721604261,0.0696999899715039,0.2198045311233085,0.11369548890798807,0.2838169030938259,0.08054067235532533,0.038162271443213276,0.06682677094440888
0.17109465608380592,0.11599196835996405,0.12161800672110322,0.08386093834948878,0.16679635569934465,0.029956808946814475,0.2152091054924532,0.09547216034702564
0.07792494360434077,0.2890381221777628,0.041154436306992365,0.050002786012582776,0.22038379710867603,0.03443890868921532,0.025705775003823685,0.26135123109660624
0.3946573778762293,0.14465685092833733,0.07764401593960238,0.04490993963440419,0.18120923193380767,0.08534952399104227,0.03021808539089445,0.041354974305682426
0.20944043150101435,0.08238839241255978,0.1208666655825916,0.0712737888139113,0.4104862821336797,0.033163653724074094,0.01325036246773556,0.05913042336443371
0.04216639072595815,0.0923909771650068,0.039372878680782326,0.15280175950725156,0.15422278683823093,0.018388739281077753,0.3311400876681533,0.16951638013353917
0.213208252029532,0.0027495956777120077,0.11903003114039613,0.1748926490084569,0.02288498958379339,0.17367788239269366,0.047036761767971176,0.2465198383994446
0.044028756349474035,0.30800289076421233,0.13446327985123593,0.13247801663551403,0.13662010907787606,0.08750483155885629,0.07819295492883195,0.07870916083399933
0.044131625786271,0.1762882262604932,0.11577345282977769,0.13355012942922959,0.3432692506364156,0.13280498933898036,0.05259157527515791,0.001590750443674663
0.017792079761297333,0.022513459558266783,0.2501060947055409,0.008035561878758132,0.35286424416211454,0.07356547860754034,0.23903106458048884,0.036092016745993195
0.11074697889817155,0.056495305723152034,0.11343093643184056,0.3048053112038789,0.14503235696079136,0.06549796104097641,0.10965161096862817,0.09433953877256096
0.3227796167875752,0.010320105545016537,0.07945231455256847,0.0216377094903817,0.001477658286791648,0.41880525699118476,0.010160932593874622,0.13536640575260706
0.03618799818375211,0.3937185954976511,0.050018065993665595,0.06071296055511022,0.06064685745772224,0.03381052972693977,0.11162088472606627,0.2532841078590925
0.13333068679008073,0.10836820641393145,0.16719266737767224,0.2839608418335357,0.008279474724000745,0.06538195293505236,0.059095599374848776,0.17439057055087798
0.008598923058674737,0.06478460961754293,0.15088051297233426,0.08066758419752233,0.13215806225766608,0.05578784446938594,0.1705804381503183,0.3365420252765554
0.017414748289882154,0.22967059435724282,0.10745860714907468,0.26143641138218227,0.11788664732370491,0.15556090630973468,0.06808319642525913,0.04248888876291942
0.05586472498292152,0.18296257702278146,0.06171920545924831,0.12989237330544823,0.024134500161633987,0.3694812516190201,0.10314079753664779,0.07280456991229842
0.18835162838490882,0.07013247453118782,0.004717292427615921,0.11752225762932755,0.1722006536587783,0.13070982649736765,0.05208192176405299,0.2642839451067609
0.011474673120413996,0.0199614527078192,0.10001695361409567,0.24354699935695825,0.2229449739967198,0.027917478543439546,0.08235853590723564,0.2917789327533178
0.2647619534831804,0.01807284361873047,0.08939906058811913,0.09202594025060788,0.16800062606006091,0.03381885288868382,0.11435294969484051,0.21956777341577677
0.1238487985644087,0.08738448455285078,0.02497982051982223,0.1419432252189486,0.06338336351768925,0.24871885458736787,0.17805927782646427,0.1316821752124484
0.2674049990895037,0.05348220003377196,0.03161825797880331,0.01057975642502462,0.09318823350315818,0.15517261195449855,0.2739380287899372,0.11461591222530246
0.04461842149836365,0.04148768429706435,0.05114101443247019,0.07917043617095423,0.28801453993360926,0.15823936538727804,0.007683239748783249,0.3296452985314769
0.044724792364785,0.19206901326496226,0.1621997057863403,0.010498323729533202,0.05815842424707596,0.08630440401212648,0.01423236702559304,0.4318129695695838
0.06957272282802845,0.03670464263642407,0.06370858721610323,0.044495304077963066,0.15921633206074423,0.3075794638664488,0.15317846941828855,0.16554447789599958
0.3048759810592522,0.08580668440929337,0.060302148047980675,0.05640258934931382,0.010786460186137329,0.4076152154475472,0.07028439829875129,0.003926523201724194
0.29327177721378433,0.05102597965565118,0.41635356013844105,0.004215164735700426,0.027321580694576724,0.03633313991713475,0.10844811895815258,0.06303067868655896
0.10329936519101189,0.27296280235298803,0.04993425295986192,0.1347180474575089,0.02200332401236677,0.07991824477603977,0.0699923477942235,0.2671716154559991
0.3005799767508783,0.11716629303694354,0.11568376291150632,0.03515810057626494,0.033586057796739,0.02851526192277776,0.13721734753375733,0.23209319947113288
0.04103146361641249,0.1343444429067246,0.26200115030126275,0.013220981522743152,0.0312234900676402,0.15021403677786882,0.12344784200697376,0.2445165928003742
0.019549441475325408,0.012230917637730251,0.0867768707924273,0.30080172794530097,0.006588007857776328,0.2625132522752756,0.08820997605063073,0.22332980596553353
0.04843575926754393,0.2794431569949404,0.07237389737222891,0.007308697797141424,0.018191962295215858,0.1224655724720461,0.30287078898433006,0.14891016481655328
0.22131669707252538,0.05735264078715744,0.00939788560596312,0.0382416871968379,0.2844565979366794,0.28430024002469906,0.019679662390873747,0.08525458898526389
0.016189722392727365,0.2140149335276921,0.00034255862685541206,0.06464413454596692,0.024473779842886272,0.5835392296909186,0.08384140464186225,0.012954236731091001
0.04764072824163516,0.056844873718248305,0.1510639791283696,0.24056498440111743,0.002336410890327331,0.22990033278640146,0.0036867238176758583,0.2679619670162249
0.045100546578659424,0.46587684297096527,0.018766719142609425,0.11486363778227311,0.17067588817265691,0.06678106720872157,0.05182096088950837,0.06611433725460598
0.2426697133449508,0.015128079167728124,0.20113864906488355,0.05392574571110425,0.12562613955050303,0.0028811674536981776,0.13428051812166453,0.2243499875854675
0.027141971355192432,0.0002681787937353795,0.10999343578355826,0.15479855874068638,0.14102897307698542,0.10264935951951168,0.019191180943125795,0.44492834178720464
0.018640262740036367,0.10325385900371487,0.11877935932639713,0.19015099969600885,0.14847744762656687,0.027941444214745124,0.15032890860084425,0.24242771879168648
0.01233438551194905,0.023419020281275318,0.08494901363556272,0.05153925399709939,0.20146677110926844,0.04939191304165331,0.12225015737057897,0.4546494850526127
0.032684487233836094,0.5375047544291552,0.011501932664863187,0.0018482722334536947,0.1367471016855314,0.09683441330084878,0.07100396391816527,0.11187507453414634
0.008805679936528383,0.022705674855301703,0.1923016449713388,0.27605469632438234,0.25807431624304467,0.21175553838578967,0.011659022947784523,0.018643426335829834
0.33382678590805176,0.05062084906895857,0.28434832558995743,0.057253128782648134,0.047402313573816024,0.09965631132856557,0.1035764773623541,0.02331580838564837
0.13915760134055463,0.1342611588379199,0.030324128227414787,0.3308082621470666,0.052842520449802574,0.08086124807610431,0.07896530760564675,0.15277977331549045
0.34332605483671286,0.061172183066589475,0.0681245624144653,0.06219049689425626,0.06527915250816392,0.15536107290249707,0.17754204324775116,0.06700443412956401
0.0213312983065555,0.09355145054637609,0.10949305781479196,0.24286409320871472,0.13950236713255157,0.08031681152105395,0.26438816605070203,0.04855275541925427
0.05923277638580708,0.07247003036331992,0.0232459731247052,0.11395844260721458,0.09745546231530175,0.17628320915116635,0.45101549492191206,0.006338611130573096
0.11102596474718852,0.01679180217965844,0.0203837703806397,0.2940838290805192,0.015802098077748863,0.10628311297077454,0.0172203574624049,0.4184090651010658
0.23224546562368245,0.05526313873885582,0.2462878855197297,0.013401825293367118,0.28676014723871956,0.01834547814478979,0.13533784328020254,0.012358216160653027
0.12925344777552147,0.21100822484543394,0.06935078840843045,0.005227696076320463,0.016582612700380472,0.3758395597716236,0.18558755520238843,0.007150115219901151
0.12770807948645846,0.15253504907057763,0.007518872803672075,0.025019774525638666,0.04985039265194738,0.4265835951537482,0.19819840162295882,0.012585834684998751
0.10297186995914955,0.07663108505681598,0.18506061203862204,0.1278670946740195,0.2095125447693994,0.006265335687685645,0.09769956530152342,0.19399189251278445
0.024147707129233573,0.02141845500568764,0.0007314622924211421,0.4021058874083121,0.41636351980554376,0.03438147415102715,0.030815937021203443,0.0700355571865711
0.14299147898981196,0.3127075357540922,0.08977198288230832,0.11165318882990878,0.020831693249621048,0.041200981025201706,0.17891415650086345,0.10192898276819262
0.27976279767422185,0.1264103123391828,0.172869949226757,0.17459836958674613,0.003989840901704183,0.08034028157911435,0.10746053264509327,0.054567916047180386
0.26960396221775607,0.021943332970182635,0.05405603678185874,0.04122973907627033,0.10713242631298335,0.3643293147424428,0.06708407923570364,0.07462110866280242
0.15895937085085057,0.05145900030037049,0.04462448308459928,0.11285965599113591,0.11211972678151573,0.05121640310334563,0.4043157747330966,0.06444558515508571
0.02619909792440363,0.2491961816484055,0.04305010942646396,0.1703275695334953,0.10743807887429334,0.0006216890099857014,0.1108769948318553,0.2922902787510971
0.11423198763481789,0.0046619345631851265,0.2663877983743171,0.0627379190954262,0.16861299639406724,0.14211864517505232,0.23572993974640996,0.005518779016724183
0.07887102294198439,0.0803790861365549,0.16560314523082753,0.006278348613830974,0.367759587812311,0.2084235768408211,0.03771600624025752,0.05496922618341258
0.1224827582213858,0.01572715321356792,0.17648116825104151,0.0356231142804334,0.006651832675446631,0.11847746599223802,0.1797208747305707,0.3448356326353162
0.025336691698570283,0.04031603384968677,0.16481273474353694,0.05977271100507606,0.2665895478326861,0.10973532494778263,0.2601517250430139,0.07328523087964729
0.16320812963844966,0.12941679852321983,0.10789842434436257,0.22507393701214148,0.014809428373450574,0.20249360017968146,0.029914062807403274,0.12718561912129112
0.16730012017857626,0.07110731550001326,0.09170524182706347,0.01578725910074086,0.25678146453848405,0.007662267107837537,0.3188003607989226,0.07085597094836195
0.05721499993436017,0.5875055822183725,0.030375727822172488,0.12087942158719034,0.025899255294622205,0.025063289531117038,0.10011064691452307,0.05295107669764208
0.006171779981804216,0.012082820179367437,0.029137094218918642,0.3610103247883591,0.047608986401882505,0.18789948776610044,0.0922327014066574,0.26385680525691013
0.04152287994327665,0.2103118897052426,0.15238506084468006,0.2209140988104293,0.15229687953801332,0.13318286407089164,0.0869554060669216,0.00243092102054483
